cluster,nt,uniport,"sig  (foldchange>|4|, padj<0.001)",,,,
Cluster-93738.0_TRINITY_DN199666_c1_g1,XM_022896813.1,ABR_MOUSE,down,,,,
Cluster-84139.108_TRINITY_DN201860_c4_g6,XM_023879057.1,,up,,,,
Cluster-95274.0_TRINITY_DN198832_c2_g1,XM_023875841.1,AAP8_ARATH,up,,,,
Cluster-105249.2_TRINITY_DN200834_c0_g1,XM_023873185.1,A16L1_CAEEL,up,,,,
Cluster-40271.0_TRINITY_DN197894_c4_g1,XM_023787002.1,9DC2_SOLPI,up,,,,
Cluster-114619.0_TRINITY_DN205142_c3_g4,XM_023697429.1,,up,,,,
Cluster-89908.0_TRINITY_DN209618_c1_g1,XM_023685310.1,,up,,,,
Cluster-97316.3_TRINITY_DN197508_c8_g1,XM_023681418.1,,up,,,,
Cluster-107920.0_TRINITY_DN205671_c0_g1,XM_023671616.1,,up,,,,
Cluster-114313.1_TRINITY_DN210684_c3_g4,XM_023668356.1,,up,,,,
Cluster-110132.0_TRINITY_DN194074_c12_g1,XM_023663642.1,,up,,,,
Cluster-95656.0_TRINITY_DN208362_c3_g4,XM_023657248.1,,up,,,,
Cluster-85229.1_TRINITY_DN205416_c3_g3,XM_023656433.1,,up,,,,
Cluster-64365.1659_TRINITY_DN193035_c1_g2,XM_023654804.1,107L_IIV6,up,,,,
Cluster-109712.2_TRINITY_DN196076_c1_g1,XM_021824909.1,ABP41_LILDA,down,,,,
Cluster-94402.0_TRINITY_DN203402_c1_g2,XM_010545704.1,ABLM3_MOUSE,down,,,,
Cluster-12825.0_TRINITY_DN23644_c0_g1,XM_023594154.1,,up,,,,
Cluster-8719.0_TRINITY_DN200571_c1_g3,XM_023566089.1,,up,,,,
Cluster-8370.2_TRINITY_DN200030_c3_g1,XM_023566089.1,,up,,,,
Cluster-74810.3_TRINITY_DN204827_c3_g1,XM_023501694.1,AAPK2_RAT,up,,,,
Cluster-88799.0_TRINITY_DN188987_c0_g1,,ABLM1_HUMAN,down,,,,
Cluster-29850.0_TRINITY_DN191916_c0_g1,XM_023471829.1,,up,,,,
Cluster-79640.0_TRINITY_DN206307_c6_g2,XM_023460982.1,,up,,,,
Cluster-57458.0_TRINITY_DN201303_c5_g6,XM_023405704.1,,up,,,,
Cluster-52430.0_TRINITY_DN204888_c5_g2,XM_023402274.1,,up,,,,
Cluster-64365.828_TRINITY_DN194679_c3_g1,XM_023400887.1,,up,,,,
Cluster-64365.1975_TRINITY_DN194679_c3_g1,XM_023400887.1,,up,,,,
Cluster-14806.0_TRINITY_DN200326_c2_g1,XM_023370979.1,,up,,,,
Cluster-87315.0_TRINITY_DN196316_c8_g1,XM_023311299.1,,up,,,,
Cluster-79133.0_TRINITY_DN195592_c5_g1,XM_023173725.1,,up,,,,
Cluster-111333.3_TRINITY_DN207364_c5_g2,XM_023149686.1,ABR1_ARATH,up,,,,
Cluster-61785.0_TRINITY_DN203193_c8_g1,XM_023148907.1,,up,,,,
Cluster-104773.0_TRINITY_DN207587_c1_g1,XM_025068132.1,ABL1_CAEEL,down,,,,
Cluster-110069.2_TRINITY_DN203783_c0_g4,XM_023138357.1,ABR1_ASPFU,up,,,,
Cluster-107306.3_TRINITY_DN197869_c1_g3,XM_023134133.1,,up,,,,
Cluster-107388.0_TRINITY_DN198358_c1_g2,XM_023131134.1,,up,,,,
Cluster-102724.1_TRINITY_DN204212_c0_g1,XM_023130061.1,ABR1_ASPFU,up,,,,
Cluster-19379.1_TRINITY_DN209934_c4_g1,XM_023116576.1,,up,,,,
Cluster-107163.0_TRINITY_DN200697_c3_g3,XM_023116306.1,,up,,,,
Cluster-77396.0_TRINITY_DN205420_c1_g5,XM_023104869.1,,up,,,,
Cluster-27248.0_TRINITY_DN192542_c4_g1,XM_023099442.1,,up,,,,
Cluster-102913.5_TRINITY_DN202988_c4_g1,XM_023098912.1,,up,,,,
Cluster-113592.1_TRINITY_DN207413_c2_g5,XM_023094133.1,,up,,,,
Cluster-107057.4_TRINITY_DN208754_c3_g1,XR_002485674.1,ABL_FSVHY,down,,,,
Cluster-89908.6_TRINITY_DN209618_c1_g1,XM_023075420.1,,up,,,,
Cluster-112185.0_TRINITY_DN200196_c3_g1,XM_023073986.1,AB4B_ARATH,up,,,,
Cluster-103346.2_TRINITY_DN200633_c0_g1,XM_023038934.1,ABHDB_MOUSE,up,,,,
Cluster-73116.0_TRINITY_DN193155_c1_g2,,ABL_FSVHY,down,,,,
Cluster-107418.0_TRINITY_DN204802_c0_g1,XM_023031386.1,,up,,,,
Cluster-94416.0_TRINITY_DN206199_c2_g2,XM_013893402.2,ABI5_ORYSJ,down,,,,
Cluster-103995.2_TRINITY_DN197498_c2_g1,XM_023026560.1,,up,,,,
Cluster-108838.1_TRINITY_DN208151_c1_g1,XM_023020545.1,,up,,,,
Cluster-93324.8_TRINITY_DN211230_c1_g2,XM_011011995.1,ABI5_ARATH,down,,,,
Cluster-105799.0_TRINITY_DN197937_c3_g1,XM_009378692.2,ABI5_ARATH,down,,,,
Cluster-67299.0_TRINITY_DN200642_c5_g1,XM_023020238.1,,up,,,,
Cluster-107565.1_TRINITY_DN196058_c3_g4,XM_023008502.1,18KD_MYCLE,up,,,,
Cluster-102264.1_TRINITY_DN188893_c0_g1,XM_023005365.1,,up,,,,
Cluster-58475.0_TRINITY_DN197962_c0_g1,XM_023002940.1,,up,,,,
Cluster-108266.7_TRINITY_DN210972_c2_g1,XM_022994596.1,,up,,,,
Cluster-103201.0_TRINITY_DN201332_c2_g1,XM_022990153.1,,up,,,,
Cluster-112061.0_TRINITY_DN199803_c2_g1,XM_009337887.2,ABI5_ARATH,down,,,,
Cluster-113345.0_TRINITY_DN201955_c3_g5,,ABI5_ARATH,down,,,,
Cluster-87428.0_TRINITY_DN206000_c1_g7,XM_026553658.1,ABI4_ARATH,down,,,,
Cluster-108822.1_TRINITY_DN196951_c1_g3,XM_022987620.1,2KGR_GLUOX,up,,,,
Cluster-80386.1_TRINITY_DN195314_c3_g5,XM_002518047.3,ABI4_ARATH,down,,,,
Cluster-108059.0_TRINITY_DN210087_c0_g2,XM_022987356.1,2ABB_ARATH,up,,,,
Cluster-35745.1_TRINITY_DN202311_c1_g1,XM_022974771.1,ACON_CAEEL,up,,,,
Cluster-73519.0_TRINITY_DN197464_c3_g2,XM_016541186.1,ABF2_YEAST,down,,,,
Cluster-75122.0_TRINITY_DN202377_c8_g3,XM_003060405.1,ABF2_YEAST,down,,,,
Cluster-62042.5_TRINITY_DN198862_c2_g3,,ABF2_YEAST,down,,,,
Cluster-66870.1_TRINITY_DN206778_c3_g4,XM_022974771.1,ACON_BOVIN,up,,,,
Cluster-7388.0_TRINITY_DN201002_c3_g3,XM_022922279.1,,up,,,,
Cluster-99349.0_TRINITY_DN200659_c0_g2,XM_022919543.1,AB11G_ARATH,up,,,,
Cluster-110945.0_TRINITY_DN197786_c3_g1,AY550122.1,ABDH_SERP5,down,,,,
Cluster-110637.1_TRINITY_DN202553_c0_g1,XM_022919447.1,,up,,,,
Cluster-101833.1_TRINITY_DN200662_c0_g1,XM_022908654.1,,up,,,,
Cluster-98211.4_TRINITY_DN202218_c2_g2,XM_022904157.1,,up,,,,
Cluster-98211.3_TRINITY_DN202218_c2_g2,XM_022904157.1,,up,,,,
Cluster-113700.2_TRINITY_DN201540_c8_g1,XM_022902587.1,ABR1_ARATH,up,,,,
Cluster-113700.1_TRINITY_DN201540_c8_g1,XM_022902587.1,,up,,,,
Cluster-101928.1_TRINITY_DN201219_c0_g1,XM_022900846.1,ABR1_ASPFU,up,,,,
Cluster-6549.0_TRINITY_DN178723_c0_g2,XM_022900004.1,,up,,,,
Cluster-9583.0_TRINITY_DN181871_c0_g1,XM_022894248.1,,up,,,,
Cluster-97181.0_TRINITY_DN206744_c2_g1,XM_022890128.1,,up,,,,
Cluster-105945.1_TRINITY_DN210788_c5_g2,XM_022880643.1,,up,,,,
Cluster-111341.0_TRINITY_DN204315_c0_g1,XM_006574389.3,ABDA_ARTSF,down,,,,
Cluster-3547.0_TRINITY_DN164707_c0_g1,XM_022879726.1,,up,,,,
Cluster-101972.1_TRINITY_DN206607_c1_g1,XM_022878719.1,,up,,,,
Cluster-56754.6_TRINITY_DN202662_c0_g2,XM_022878441.1,,up,,,,
Cluster-8294.0_TRINITY_DN209614_c2_g2,XM_022876430.1,,up,,,,
Cluster-111341.1_TRINITY_DN204315_c0_g2,XM_006574389.3,ABDA_APIME,down,,,,
Cluster-16488.0_TRINITY_DN193796_c2_g1,XM_022876106.1,AB140_YEAST,up,,,,
Cluster-84509.0_TRINITY_DN189569_c0_g1,,ABAP1_ARATH,down,,,,
Cluster-106961.0_TRINITY_DN210851_c3_g4,XM_003617658.3,ABAH4_ARATH,down,,,,
Cluster-108362.2_TRINITY_DN210245_c2_g4,XM_022875576.1,,up,,,,
Cluster-102622.0_TRINITY_DN206630_c0_g1,XM_022871265.1,,up,,,,
Cluster-98699.2_TRINITY_DN208702_c0_g1,XM_022865790.1,,up,,,,
Cluster-64365.1705_TRINITY_DN198397_c6_g6,XM_022865459.1,,up,,,,
Cluster-106599.1_TRINITY_DN204189_c1_g3,XM_023035534.1,ABAH3_ARATH,down,,,,
Cluster-106987.0_TRINITY_DN197529_c1_g3,,ABAH3_ARATH,down,,,,
Cluster-103684.0_TRINITY_DN205404_c0_g2,XM_019323999.1,ABAH2_ARATH,down,,,,
Cluster-100379.1_TRINITY_DN204326_c0_g2,XM_022864993.1,,up,,,,
Cluster-104307.0_TRINITY_DN203660_c0_g1,XM_022864619.1,,up,,,,
Cluster-100227.0_TRINITY_DN185994_c0_g1,XM_022862143.1,,up,,,,
Cluster-109288.0_TRINITY_DN198684_c1_g1,XM_009421490.2,ABAH2_ARATH,down,,,,
Cluster-108564.0_TRINITY_DN210631_c1_g3,XM_022861273.1,ACR4L_ARATH,up,,,,
Cluster-10833.0_TRINITY_DN199747_c3_g5,XM_022819482.1,,up,,,,
Cluster-14377.0_TRINITY_DN202754_c2_g1,XM_022724517.1,,up,,,,
Cluster-44388.0_TRINITY_DN208638_c6_g2,XM_022649334.1,,up,,,,
Cluster-64365.416_TRINITY_DN203469_c4_g3,XM_022485076.1,,up,,,,
Cluster-8888.0_TRINITY_DN199043_c3_g1,XM_022390330.1,,up,,,,
Cluster-112495.0_TRINITY_DN201062_c1_g2,XM_022292292.1,,up,,,,
Cluster-91345.3_TRINITY_DN210850_c4_g1,XM_022290174.1,,up,,,,
Cluster-91345.1_TRINITY_DN210850_c4_g1,XM_022290174.1,,up,,,,
Cluster-91345.0_TRINITY_DN210850_c4_g1,XM_022290174.1,,up,,,,
Cluster-4762.0_TRINITY_DN171350_c0_g1,XM_022283645.1,,up,,,,
Cluster-94010.1_TRINITY_DN202114_c0_g4,XM_002532356.3,ABAH2_ARATH,down,,,,
Cluster-106391.1_TRINITY_DN203888_c0_g3,XM_022283450.1,,up,,,,
Cluster-102898.2_TRINITY_DN199750_c0_g2,XM_022281167.1,,up,,,,
Cluster-94010.0_TRINITY_DN202114_c0_g4,XM_002532356.3,ABAH2_ARATH,down,,,,
Cluster-89128.0_TRINITY_DN207162_c1_g2,,ABAH2_ARATH,down,,,,
Cluster-89462.0_TRINITY_DN205591_c0_g2,,ABAH1_SOLLC,down,,,,
Cluster-111057.1_TRINITY_DN202833_c0_g1,XM_022280733.1,,up,,,,
Cluster-98423.0_TRINITY_DN201683_c3_g1,XM_022173044.1,,up,,,,
Cluster-97135.36_TRINITY_DN210276_c0_g1,XM_022162923.1,,up,,,,
Cluster-109907.0_TRINITY_DN208449_c4_g1,XM_022161125.1,,up,,,,
Cluster-80806.0_TRINITY_DN195691_c2_g5,XM_022158612.1,,up,,,,
Cluster-107306.2_TRINITY_DN203458_c4_g1,XM_022156800.1,A115_TOBAC,up,,,,
Cluster-95222.0_TRINITY_DN196007_c2_g1,XM_022154647.1,,up,,,,
Cluster-93382.4_TRINITY_DN206389_c3_g1,XM_022149847.1,,up,,,,
Cluster-65443.0_TRINITY_DN198675_c3_g1,XM_022142232.1,,up,,,,
Cluster-106599.1_TRINITY_DN204189_c1_g2,XM_023035534.1,ABAH1_ARATH,down,,,,
Cluster-112655.3_TRINITY_DN201809_c3_g1,XM_022132262.1,ACCO1_MALDO,up,,,,
Cluster-106599.0_TRINITY_DN204189_c1_g1,XM_021776734.1,ABAH1_ARATH,down,,,,
Cluster-90561.0_TRINITY_DN193197_c0_g1,XM_022866889.1,ABAF_ACIBT,down,,,,
Cluster-64365.17_TRINITY_DN203486_c1_g1,XM_022132218.1,,up,,,,
Cluster-64365.2269_TRINITY_DN208192_c0_g2,XM_016691603.1,AB39G_ARATH,down,,,,
Cluster-102436.0_TRINITY_DN200670_c1_g2,XM_024595902.1,AB21B_ARATH,down,,,,
Cluster-75121.0_TRINITY_DN198397_c6_g3,XM_022132052.1,,up,,,,
Cluster-94321.8_TRINITY_DN204612_c2_g8,XM_022128713.1,,up,,,,
Cluster-98284.0_TRINITY_DN198372_c4_g1,XM_022128139.1,,up,,,,
Cluster-1212.0_TRINITY_DN190461_c4_g1,XM_022123307.1,,up,,,,
Cluster-3348.0_TRINITY_DN125705_c0_g1,XM_022097523.1,,up,,,,
Cluster-4436.0_TRINITY_DN197173_c2_g2,XM_022088812.1,,up,,,,
Cluster-85857.4_TRINITY_DN211038_c1_g1,XM_020682888.1,AB21B_ARATH,down,,,,
Cluster-92608.20_TRINITY_DN198559_c3_g2,XM_010651397.2,AB21B_ARATH,down,,,,
Cluster-109020.1_TRINITY_DN197721_c2_g5,XM_023888561.1,AB19A_PRUPE,down,,,,
Cluster-51299.1_TRINITY_DN193698_c5_g1,XM_004345012.2,AATPI_ARATH,down,,,,
Cluster-102053.5_TRINITY_DN208496_c0_g2,XM_022056011.1,,up,,,,
Cluster-95242.0_TRINITY_DN203393_c2_g1,XM_022055200.1,,up,,,,
Cluster-100319.0_TRINITY_DN205338_c2_g2,XM_022052762.1,,up,,,,
Cluster-95666.0_TRINITY_DN199712_c0_g3,XM_022044827.1,,up,,,,
Cluster-103175.3_TRINITY_DN210223_c3_g1,XM_022043840.1,,up,,,,
Cluster-103175.3_TRINITY_DN201284_c3_g3,XM_022043840.1,,up,,,,
Cluster-106956.2_TRINITY_DN201596_c3_g1,XM_022043445.1,,up,,,,
Cluster-46803.0_TRINITY_DN199441_c2_g3,XM_022039572.1,,up,,,,
Cluster-72867.8_TRINITY_DN197216_c3_g1,XM_022822850.1,AATPF_ARATH,down,,,,
Cluster-108518.10_TRINITY_DN211195_c3_g2,XM_007013077.2,AAT1_MEDSA,down,,,,
Cluster-114135.12_TRINITY_DN206736_c0_g2,XM_022031363.1,,up,,,,
Cluster-96453.0_TRINITY_DN207704_c7_g1,XM_022010538.1,,up,,,,
Cluster-110776.0_TRINITY_DN131268_c0_g1,XM_022010247.1,,up,,,,
Cluster-86606.0_TRINITY_DN211123_c4_g6,XM_022007931.1,,up,,,,
Cluster-101315.3_TRINITY_DN209527_c0_g3,XM_012976257.1,AAT1_BACSU,down,,,,
Cluster-100949.1_TRINITY_DN208602_c1_g1,XM_022006371.1,ACP7_DANRE,up,,,,
Cluster-84341.5_TRINITY_DN210646_c3_g2,XM_022005604.1,,up,,,,
Cluster-101507.3_TRINITY_DN201693_c3_g5,XM_022005378.1,,up,,,,
Cluster-81470.0_TRINITY_DN196007_c3_g1,XM_021991953.1,,up,,,,
Cluster-107195.2_TRINITY_DN205877_c3_g1,XM_021981281.1,,up,,,,
Cluster-83161.3_TRINITY_DN211081_c2_g1,XM_021975532.1,,up,,,,
Cluster-101190.1_TRINITY_DN209795_c1_g1,XM_021975532.1,,up,,,,
Cluster-108312.1_TRINITY_DN204802_c2_g1,XM_021974616.1,,up,,,,
Cluster-100158.0_TRINITY_DN208129_c4_g2,XM_021973394.1,,up,,,,
Cluster-95147.10_TRINITY_DN206365_c1_g1,XM_021972872.1,,up,,,,
Cluster-95251.0_TRINITY_DN194781_c2_g2,XM_021965435.1,,up,,,,
Cluster-86541.0_TRINITY_DN200658_c0_g1,XM_021951638.1,,up,,,,
Cluster-102785.1_TRINITY_DN206230_c0_g1,XM_021949655.1,,up,,,,
Cluster-110353.1_TRINITY_DN197571_c5_g4,XM_021947277.1,,up,,,,
Cluster-101962.0_TRINITY_DN211008_c6_g5,XM_021915365.1,,up,,,,
Cluster-64365.614_TRINITY_DN206491_c6_g2,XM_021915357.1,,up,,,,
Cluster-97336.2_TRINITY_DN204323_c1_g1,XM_019223327.1,AAT_SULTO,down,,,,
Cluster-100949.0_TRINITY_DN208602_c1_g1,XM_021907785.1,ACP7_HUMAN,up,,,,
Cluster-6992.0_TRINITY_DN196354_c4_g1,XM_021900155.1,,up,,,,
Cluster-84700.3_TRINITY_DN210922_c1_g1,XM_021894391.1,,up,,,,
Cluster-72665.0_TRINITY_DN200064_c3_g1,XM_021890599.1,AAIP_WHEAT,up,,,,
Cluster-108392.0_TRINITY_DN208527_c0_g1,XM_021890300.1,AAPK1_PIG,up,,,,
Cluster-106763.0_TRINITY_DN193190_c9_g1,XM_021888014.1,18KD_MYCLE,up,,,,
Cluster-1547.0_TRINITY_DN198144_c4_g6,XM_021877232.1,,up,,,,
Cluster-58986.0_TRINITY_DN200841_c3_g5,XM_021876131.1,ACO1_YEAST,up,,,,
Cluster-91621.0_TRINITY_DN200712_c1_g1,XM_021857968.1,AAPK2_PIG,up,,,,
Cluster-59956.0_TRINITY_DN197155_c5_g5,XM_021851229.1,,up,,,,
Cluster-98618.0_TRINITY_DN197863_c0_g1,XM_021835403.1,,up,,,,
Cluster-106104.2_TRINITY_DN203436_c1_g4,XM_021831336.1,,up,,,,
Cluster-105415.1_TRINITY_DN208362_c3_g1,XM_021829132.1,,up,,,,
Cluster-98077.2_TRINITY_DN197527_c2_g1,XM_021827435.1,,up,,,,
Cluster-112761.1_TRINITY_DN209906_c0_g3,XM_021824883.1,,up,,,,
Cluster-101315.1_TRINITY_DN203535_c4_g1,XM_012976257.1,AAT_MYCTU,down,,,,
Cluster-85857.5_TRINITY_DN211038_c1_g1,XM_021820441.1,AB4B_ARATH,up,,,,
Cluster-85857.6_TRINITY_DN210968_c1_g4,XM_021820441.1,AB21B_ARATH,up,,,,
Cluster-100457.6_TRINITY_DN202227_c2_g1,XM_021817761.1,,up,,,,
Cluster-107154.2_TRINITY_DN205903_c1_g1,XM_021817653.1,,up,,,,
Cluster-102275.0_TRINITY_DN203492_c7_g1,XM_021817456.1,,up,,,,
Cluster-96390.0_TRINITY_DN199479_c0_g3,XM_021806668.1,,up,,,,
Cluster-101175.0_TRINITY_DN205710_c0_g2,XM_021805952.1,ACR4L_ARATH,up,,,,
Cluster-103616.0_TRINITY_DN208004_c3_g2,XM_021799420.1,ACO12_ARATH,up,,,,
Cluster-64365.1029_TRINITY_DN210983_c3_g2,XM_021794771.1,,up,,,,
Cluster-108943.0_TRINITY_DN200537_c1_g2,XM_021793621.1,,up,,,,
Cluster-113713.3_TRINITY_DN205191_c4_g1,XM_021793180.1,,up,,,,
Cluster-64365.1705_TRINITY_DN210983_c3_g1,XM_021792303.1,,up,,,,
Cluster-103838.1_TRINITY_DN204954_c3_g1,XM_021786454.1,,up,,,,
Cluster-90.300_TRINITY_DN209589_c2_g2,XM_021781795.1,,up,,,,
Cluster-99274.0_TRINITY_DN205948_c0_g3,XM_021780744.1,,up,,,,
Cluster-102053.2_TRINITY_DN197962_c4_g1,XM_021778738.1,,up,,,,
Cluster-102053.2_TRINITY_DN197212_c2_g4,XM_021778738.1,,up,,,,
Cluster-89567.0_TRINITY_DN203712_c1_g4,XM_021776560.1,,up,,,,
Cluster-94498.0_TRINITY_DN194074_c11_g1,XM_021736939.1,AAPK2_MOUSE,down,,,,
Cluster-114574.1_TRINITY_DN206130_c0_g1,XM_021774890.1,,up,,,,
Cluster-85626.0_TRINITY_DN197498_c4_g1,XM_021770249.1,AA7GT_DELGR,up,,,,
Cluster-14213.0_TRINITY_DN204019_c1_g4,XM_021767153.1,,up,,,,
Cluster-106571.1_TRINITY_DN199374_c3_g2,XM_021765854.1,AB19A_PRUPE,up,,,,
Cluster-90870.0_TRINITY_DN201640_c0_g1,XM_021763047.1,5MMP_ARATH,up,,,,
Cluster-113941.0_TRINITY_DN199162_c2_g1,XM_021762035.1,AA7GT_DELGR,up,,,,
Cluster-90777.4_TRINITY_DN207946_c1_g2,XM_021759648.1,,up,,,,
Cluster-107477.0_TRINITY_DN206785_c0_g1,XM_021757517.1,ACCR4_ARATH,up,,,,
Cluster-64365.23_TRINITY_DN203774_c5_g3,XM_021756773.1,,up,,,,
Cluster-110165.0_TRINITY_DN205479_c0_g1,XM_021753496.1,,up,,,,
Cluster-111189.1_TRINITY_DN201543_c4_g1,XM_021741481.1,,up,,,,
Cluster-94764.2_TRINITY_DN210804_c2_g1,XM_021738246.1,,up,,,,
Cluster-96108.0_TRINITY_DN208738_c5_g1,XM_021738159.1,,up,,,,
Cluster-99602.0_TRINITY_DN192754_c0_g2,XM_021736628.1,,up,,,,
Cluster-74328.0_TRINITY_DN196032_c5_g5,XM_021627328.1,7UP1_DROME,up,,,,
Cluster-87682.0_TRINITY_DN209077_c1_g3,,AAPK2_MOUSE,down,,,,
Cluster-1178.0_TRINITY_DN193224_c0_g1,XM_021606250.1,,up,,,,
Cluster-6640.0_TRINITY_DN197474_c3_g1,XM_021465783.1,,up,,,,
Cluster-90.218_TRINITY_DN207406_c1_g1,XM_021463061.1,,up,,,,
Cluster-103325.5_TRINITY_DN198583_c0_g1,XM_021444929.1,,up,,,,
Cluster-107625.10_TRINITY_DN211234_c4_g3,XM_021444723.1,ACES_TRILK,up,,,,
Cluster-97389.0_TRINITY_DN183151_c0_g1,XM_021433989.1,88F1R_MALDO,up,,,,
Cluster-100457.10_TRINITY_DN210834_c3_g2,XM_021429332.1,,up,,,,
Cluster-114145.2_TRINITY_DN204363_c1_g2,XM_021426696.1,,up,,,,
Cluster-110042.5_TRINITY_DN191925_c0_g1,XM_021426387.1,,up,,,,
Cluster-97504.0_TRINITY_DN202258_c0_g1,XM_021424586.1,,up,,,,
Cluster-113057.0_TRINITY_DN210990_c3_g2,XM_021421214.1,,up,,,,
Cluster-64365.1390_TRINITY_DN210956_c0_g1,XM_021419483.1,,up,,,,
Cluster-34081.1_TRINITY_DN202069_c2_g2,XM_021348824.1,,up,,,,
Cluster-10154.0_TRINITY_DN196958_c0_g2,XM_021314032.1,,up,,,,
Cluster-63846.0_TRINITY_DN198621_c5_g1,XM_021289448.1,ACOD_CYPCA,up,,,,
Cluster-35739.0_TRINITY_DN200947_c3_g2,XM_021174407.1,,up,,,,
Cluster-46574.1_TRINITY_DN199261_c3_g1,XM_021097416.1,,up,,,,
Cluster-95212.25_TRINITY_DN207277_c1_g2,XM_021033420.1,,up,,,,
Cluster-11838.1_TRINITY_DN200536_c3_g6,XM_021019911.1,,up,,,,
Cluster-113700.3_TRINITY_DN210921_c1_g3,XM_021016157.1,ABR1_ARATH,up,,,,
Cluster-98337.1_TRINITY_DN204610_c1_g1,XM_021010464.1,ACCR4_ARATH,up,,,,
Cluster-63036.0_TRINITY_DN206647_c4_g2,XM_020918256.1,,up,,,,
Cluster-102939.5_TRINITY_DN203733_c2_g1,XM_020848542.1,,up,,,,
Cluster-51204.0_TRINITY_DN187015_c0_g1,XM_020843675.1,,up,,,,
Cluster-102796.1_TRINITY_DN172766_c0_g1,XM_020826795.1,,up,,,,
Cluster-111092.1_TRINITY_DN203009_c0_g2,XM_020819463.1,A1131_ARTBC,up,,,,
Cluster-81364.0_TRINITY_DN205501_c0_g2,XM_020758415.1,,up,,,,
Cluster-106752.7_TRINITY_DN206943_c2_g1,XM_020740251.1,,up,,,,
Cluster-99019.0_TRINITY_DN209597_c3_g2,XM_020739812.1,,up,,,,
Cluster-102351.0_TRINITY_DN202707_c4_g1,XM_020737698.1,AAP1_ARATH,up,,,,
Cluster-17462.6_TRINITY_DN208680_c0_g1,XM_020730279.1,,up,,,,
Cluster-1773.1_TRINITY_DN189194_c1_g1,XM_020729128.1,,up,,,,
Cluster-94126.0_TRINITY_DN204900_c0_g2,XM_020728110.1,,up,,,,
Cluster-102351.1_TRINITY_DN207173_c2_g1,XM_020721304.1,AAP8_ARATH,up,,,,
Cluster-114478.1_TRINITY_DN210058_c1_g3,XM_020685509.1,ACR4L_ARATH,up,,,,
Cluster-3115.0_TRINITY_DN150919_c0_g1,XM_020682131.1,5GT_VERHY,up,,,,
Cluster-103995.0_TRINITY_DN206693_c3_g2,XM_020682043.1,,up,,,,
Cluster-108861.0_TRINITY_DN207901_c0_g1,XM_020680409.1,,up,,,,
Cluster-96905.3_TRINITY_DN206633_c2_g2,XM_020677530.1,,up,,,,
Cluster-101947.0_TRINITY_DN201130_c0_g1,XM_020671082.1,,up,,,,
Cluster-85857.3_TRINITY_DN205491_c1_g2,XM_020664923.1,AB21B_ARATH,up,,,,
Cluster-113763.3_TRINITY_DN199578_c0_g1,XM_006476346.3,AAPC_CENCI,down,,,,
Cluster-97329.0_TRINITY_DN196445_c7_g4,XM_020622050.1,,up,,,,
Cluster-61628.0_TRINITY_DN210641_c3_g1,XM_020571799.1,,up,,,,
Cluster-97675.4_TRINITY_DN194554_c0_g1,XM_020569259.1,,up,,,,
Cluster-113862.0_TRINITY_DN207507_c1_g1,XM_020564475.1,,up,,,,
Cluster-92615.1_TRINITY_DN195107_c0_g1,XM_020519637.1,,up,,,,
Cluster-2803.0_TRINITY_DN208379_c4_g1,XM_020432351.1,,up,,,,
Cluster-103473.0_TRINITY_DN206212_c4_g1,XM_020409678.1,,up,,,,
Cluster-110457.0_TRINITY_DN200764_c2_g1,XM_020405206.1,,up,,,,
Cluster-101491.2_TRINITY_DN205901_c0_g1,XM_020401191.1,,up,,,,
Cluster-112064.0_TRINITY_DN205184_c0_g1,XM_020386076.1,ACR4L_ARATH,up,,,,
Cluster-5019.0_TRINITY_DN171293_c0_g1,XM_020372802.1,,up,,,,
Cluster-108248.0_TRINITY_DN197888_c3_g8,XM_020371511.1,ABI5_ARATH,up,,,,
Cluster-56754.20_TRINITY_DN202662_c0_g1,XM_020366000.1,,up,,,,
Cluster-90325.0_TRINITY_DN206851_c1_g3,XM_020355333.1,,up,,,,
Cluster-48275.1_TRINITY_DN194788_c0_g1,XM_020339336.1,,up,,,,
Cluster-111736.3_TRINITY_DN210652_c0_g1,XM_019401573.1,AAP8_ARATH,down,,,,
Cluster-64365.2355_TRINITY_DN201597_c4_g2,XM_020309243.1,,up,,,,
Cluster-60311.0_TRINITY_DN198217_c1_g1,XM_020275575.1,,up,,,,
Cluster-28295.1_TRINITY_DN193886_c4_g8,XM_020274743.1,,up,,,,
Cluster-46051.0_TRINITY_DN201133_c8_g1,XM_020270369.1,,up,,,,
Cluster-102950.7_TRINITY_DN205966_c1_g2,XM_020269337.1,,up,,,,
Cluster-95845.0_TRINITY_DN203456_c3_g4,XM_020244750.1,,up,,,,
Cluster-64365.2245_TRINITY_DN201973_c1_g1,XM_020236213.1,,up,,,,
Cluster-108026.0_TRINITY_DN198018_c1_g3,XM_020230110.1,ACDH_ARATH,up,,,,
Cluster-19123.0_TRINITY_DN203570_c9_g1,XM_020220841.1,,up,,,,
Cluster-8790.6_TRINITY_DN209937_c1_g1,XM_020193182.1,,up,,,,
Cluster-2590.0_TRINITY_DN193407_c2_g1,XM_020061773.1,,up,,,,
Cluster-57165.0_TRINITY_DN204604_c6_g2,XM_019902436.1,2AP1_BRAOT,up,,,,
Cluster-112787.0_TRINITY_DN196015_c6_g1,XM_019847270.1,,up,,,,
Cluster-5121.19_TRINITY_DN197222_c0_g1,MG523914.1,AAP6_ARATH,down,,,,
